merchant_id,category,merchant_risk_score
1360,furniture,0.034
1361,grocery,0.501
1362,grocery,0.269
1363,electronics,0.426
1364,furniture,0.191
1365,fashion,0.577
1366,furniture,0.448
1367,furniture,0.198
1368,furniture,0.295
1369,furniture,0.294
1370,appliances,0.115
1371,grocery,0.374
1372,fashion,0.381
1373,electronics,0.437
1374,furniture,0.236
1375,grocery,0.161
1376,grocery,0.175
1377,appliances,0.265
1378,furniture,0.432
1379,grocery,0.014
1380,furniture,0.645
1381,furniture,0.332
1382,appliances,0.352
1383,fashion,0.303
1384,electronics,0.16
1385,appliances,0.116
1386,fashion,0.255
1387,grocery,0.064
1388,electronics,0.354
1389,fashion,0.176
1390,fashion,0.37
1391,furniture,0.123
1392,grocery,0.142
1393,electronics,0.465
1394,appliances,0.184
1395,grocery,0.232
1396,appliances,0.188
1397,furniture,0.181
1398,electronics,0.279
1399,fashion,0.234
1400,fashion,0.43
1401,appliances,0.37
1402,appliances,0.224
1403,appliances,0.121
1404,appliances,0.269
1405,appliances,0.528
1406,fashion,0.222
1407,furniture,0.242
1408,electronics,0.251
1409,electronics,0.238
1410,grocery,0.415
1411,furniture,0.239
1412,appliances,0.245
1413,fashion,0.048
1414,electronics,0.591
1415,furniture,0.091
1416,grocery,0.14
1417,appliances,0.413
1418,fashion,0.274
1419,appliances,0.114
1420,appliances,0.275
1421,appliances,0.042
1422,electronics,0.132
1423,grocery,0.168
1424,furniture,0.205
1425,fashion,0.189
1426,fashion,0.293
1427,fashion,0.372
1428,electronics,0.16
1429,electronics,0.013
1430,electronics,0.781
1431,fashion,0.435
1432,appliances,0.501
1433,fashion,0.246
1434,furniture,0.126
1435,electronics,0.436
1436,appliances,0.553
1437,grocery,0.157
1438,furniture,0.214
1439,electronics,0.079
1440,grocery,0.188
1441,furniture,0.508
1442,electronics,0.144
1443,electronics,0.076
1444,electronics,0.593
1445,appliances,0.228
1446,fashion,0.236
1447,appliances,0.306
1448,fashion,0.148
1449,fashion,0.455
1450,grocery,0.331
1451,appliances,0.105
1452,fashion,0.235
1453,appliances,0.336
1454,fashion,0.481
1455,fashion,0.582
1456,fashion,0.412
1457,fashion,0.325
1458,fashion,0.136
1459,electronics,0.352
1460,electronics,0.316
1461,furniture,0.134
1462,grocery,0.343
1463,appliances,0.621
1464,fashion,0.122
1465,appliances,0.268
1466,appliances,0.183
1467,grocery,0.292
1468,fashion,0.665
1469,fashion,0.044
1470,grocery,0.531
1471,fashion,0.365
1472,electronics,0.281
1473,fashion,0.793
1474,fashion,0.058
1475,electronics,0.208
1476,electronics,0.453
1477,electronics,0.473
1478,fashion,0.097
1479,electronics,0.231
1480,electronics,0.366
1481,fashion,0.408
1482,electronics,0.062
1483,fashion,0.536
1484,electronics,0.135
1485,appliances,0.71
1486,grocery,0.579
1487,furniture,0.54
1488,furniture,0.796
1489,grocery,0.24
1490,appliances,0.37
1491,electronics,0.319
1492,furniture,0.517
1493,grocery,0.702
1494,electronics,0.129
1495,furniture,0.352
1496,furniture,0.142
1497,grocery,0.111
1498,fashion,0.411
1499,grocery,0.163
1500,furniture,0.196
1501,furniture,0.641
1502,grocery,0.045
1503,appliances,0.168
1504,fashion,0.192
1505,electronics,0.225
1506,grocery,0.206
1507,appliances,0.286
1508,grocery,0.334
1509,electronics,0.23
1510,electronics,0.281
1511,furniture,0.406
1512,grocery,0.303
1513,grocery,0.163
1514,fashion,0.194
1515,appliances,0.113
1516,furniture,0.378
1517,appliances,0.311
1518,appliances,0.098
1519,electronics,0.459
1520,grocery,0.425
1521,electronics,0.156
1522,appliances,0.239
1523,grocery,0.262
1524,fashion,0.767
1525,furniture,0.434
1526,electronics,0.156
1527,fashion,0.211
1528,appliances,0.217
1529,electronics,0.209
1530,grocery,0.671
1531,furniture,0.005
1532,fashion,0.101
1533,grocery,0.413
1534,electronics,0.182
1535,fashion,0.069
1536,furniture,0.052
1537,appliances,0.342
1538,electronics,0.11
1539,furniture,0.127
1540,grocery,0.305
1541,furniture,0.096
1542,electronics,0.297
1543,grocery,0.074
1544,appliances,0.272
1545,fashion,0.216
1546,furniture,0.289
1547,fashion,0.353
1548,appliances,0.163
1549,appliances,0.262
1550,furniture,0.24
1551,furniture,0.133
1552,electronics,0.209
1553,furniture,0.289
1554,electronics,0.33
1555,electronics,0.277
1556,furniture,0.191
1557,furniture,0.508
1558,electronics,0.06
1559,electronics,0.485
1560,fashion,0.623
1561,fashion,0.348
1562,furniture,0.346
1563,electronics,0.206
1564,appliances,0.24
1565,fashion,0.107
1566,electronics,0.465
1567,electronics,0.357
1568,furniture,0.141
1569,appliances,0.27
1570,grocery,0.266
1571,fashion,0.187
1572,grocery,0.128
1573,electronics,0.123
1574,appliances,0.101
1575,fashion,0.146
1576,grocery,0.068
1577,furniture,0.464
1578,appliances,0.286
1579,appliances,0.131
1580,furniture,0.169
1581,appliances,0.629
1582,furniture,0.162
1583,electronics,0.233
1584,furniture,0.285
1585,grocery,0.057
1586,grocery,0.544
1587,appliances,0.053
1588,grocery,0.194
1589,furniture,0.444
1590,appliances,0.256
1591,appliances,0.215
1592,electronics,0.07
1593,furniture,0.55
1594,grocery,0.608
1595,electronics,0.625
1596,appliances,0.01
1597,grocery,0.462
1598,appliances,0.101
1599,electronics,0.311
1600,electronics,0.115
1601,grocery,0.325
1602,electronics,0.132
1603,furniture,0.185
1604,furniture,0.215
1605,grocery,0.251
1606,fashion,0.568
1607,electronics,0.186
1608,grocery,0.166
1609,grocery,0.2
1610,appliances,0.184
1611,fashion,0.104
1612,fashion,0.202
1613,fashion,0.176
1614,electronics,0.597
1615,furniture,0.422
1616,furniture,0.397
1617,electronics,0.347
1618,furniture,0.22
1619,grocery,0.424
1620,furniture,0.119
1621,fashion,0.145
1622,grocery,0.19
1623,furniture,0.378
1624,appliances,0.167
1625,furniture,0.335
1626,grocery,0.509
1627,electronics,0.363
1628,electronics,0.191
1629,fashion,0.515
1630,electronics,0.161
1631,grocery,0.702
1632,electronics,0.311
1633,grocery,0.028
1634,fashion,0.303
1635,fashion,0.356
1636,furniture,0.516
1637,electronics,0.365
1638,furniture,0.543
1639,grocery,0.205
1640,furniture,0.385
1641,appliances,0.342
1642,fashion,0.332
1643,electronics,0.284
1644,fashion,0.523
1645,appliances,0.029
1646,furniture,0.311
1647,grocery,0.385
1648,furniture,0.047
1649,electronics,0.078
1650,appliances,0.287
1651,electronics,0.108
1652,appliances,0.121
1653,furniture,0.024
1654,furniture,0.292
1655,appliances,0.117
1656,grocery,0.433
1657,furniture,0.383
1658,electronics,0.275
1659,appliances,0.291
1660,appliances,0.094
1661,fashion,0.341
1662,electronics,0.619
1663,fashion,0.11
1664,electronics,0.176
1665,grocery,0.299
1666,furniture,0.263
1667,fashion,0.139
1668,electronics,0.364
1669,furniture,0.252
1670,fashion,0.101
1671,electronics,0.172
1672,appliances,0.104
1673,grocery,0.204
1674,appliances,0.329
1675,appliances,0.415
1676,furniture,0.402
1677,electronics,0.564
1678,furniture,0.257
1679,appliances,0.114
1680,grocery,0.249
1681,appliances,0.383
1682,appliances,0.33
1683,fashion,0.376
1684,fashion,0.085
1685,grocery,0.096
1686,appliances,0.115
1687,electronics,0.318
1688,electronics,0.108
1689,fashion,0.174
1690,grocery,0.196
1691,fashion,0.662
1692,fashion,0.43
1693,appliances,0.611
1694,furniture,0.172
1695,grocery,0.081
1696,appliances,0.157
1697,furniture,0.088
1698,electronics,0.234
1699,appliances,0.539
1700,fashion,0.207
1701,grocery,0.213
1702,grocery,0.439
1703,electronics,0.537
1704,fashion,0.094
1705,furniture,0.221
1706,electronics,0.234
1707,grocery,0.124
1708,electronics,0.175
1709,electronics,0.144
1710,grocery,0.161
1711,furniture,0.453
1712,fashion,0.444
1713,grocery,0.061
1714,electronics,0.301
1715,appliances,0.069
1716,grocery,0.312
1717,appliances,0.313
1718,appliances,0.38
1719,electronics,0.373
1720,fashion,0.137
1721,grocery,0.452
1722,furniture,0.348
1723,grocery,0.561
1724,furniture,0.176
1725,electronics,0.222
1726,fashion,0.209
1727,appliances,0.523
1728,electronics,0.358
1729,furniture,0.465
1730,furniture,0.21
1731,electronics,0.132
1732,electronics,0.116
1733,fashion,0.142
1734,electronics,0.074
1735,appliances,0.507
1736,appliances,0.615
1737,grocery,0.624
1738,appliances,0.383
1739,furniture,0.174
1740,electronics,0.055
1741,fashion,0.53
1742,fashion,0.093
1743,grocery,0.411
1744,appliances,0.697
1745,furniture,0.071
1746,fashion,0.068
1747,electronics,0.113
1748,electronics,0.121
1749,furniture,0.263
1750,grocery,0.3
1751,grocery,0.088
1752,grocery,0.32
1753,grocery,0.376
1754,electronics,0.655
1755,fashion,0.373
1756,furniture,0.306
1757,appliances,0.149
1758,grocery,0.452
1759,furniture,0.331
1760,furniture,0.117
1761,appliances,0.18
1762,furniture,0.263
1763,furniture,0.165
1764,electronics,0.223
1765,grocery,0.202
1766,electronics,0.428
1767,furniture,0.151
1768,furniture,0.671
1769,fashion,0.27
1770,fashion,0.194
1771,grocery,0.27
1772,fashion,0.059
1773,grocery,0.328
1774,appliances,0.292
1775,furniture,0.455
1776,furniture,0.113
1777,appliances,0.165
1778,furniture,0.178
1779,grocery,0.383
1780,electronics,0.33
1781,appliances,0.508
1782,furniture,0.092
1783,grocery,0.256
1784,grocery,0.456
1785,furniture,0.337
1786,electronics,0.249
1787,appliances,0.272
1788,grocery,0.195
1789,appliances,0.527
1790,appliances,0.528
1791,grocery,0.416
1792,grocery,0.525
1793,furniture,0.077
1794,grocery,0.453
1795,electronics,0.08
1796,furniture,0.136
1797,furniture,0.262
1798,grocery,0.175
1799,appliances,0.353
1800,fashion,0.28
1801,fashion,0.498
1802,fashion,0.249
1803,appliances,0.13
1804,grocery,0.08
1805,furniture,0.122
1806,grocery,0.364
1807,furniture,0.305
1808,fashion,0.525
1809,fashion,0.208
1810,appliances,0.328
1811,appliances,0.243
1812,fashion,0.081
1813,fashion,0.386
1814,grocery,0.033
1815,fashion,0.31
1816,grocery,0.026
1817,electronics,0.394
1818,appliances,0.073
1819,electronics,0.121
1820,electronics,0.274
1821,grocery,0.155
1822,fashion,0.279
1823,grocery,0.31
1824,grocery,0.531
1825,furniture,0.4
1826,grocery,0.642
1827,fashion,0.656
1828,appliances,0.201
1829,grocery,0.28
1830,appliances,0.493
1831,furniture,0.137
1832,electronics,0.224
1833,grocery,0.25
1834,grocery,0.28
1835,fashion,0.31
1836,grocery,0.032
1837,grocery,0.204
1838,grocery,0.34
1839,fashion,0.157
1840,electronics,0.561
1841,electronics,0.541
1842,fashion,0.392
1843,appliances,0.208
1844,appliances,0.038
1845,appliances,0.279
1846,grocery,0.179
1847,furniture,0.209
1848,appliances,0.21
1849,furniture,0.175
1850,fashion,0.088
1851,grocery,0.096
1852,furniture,0.564
1853,grocery,0.513
1854,grocery,0.215
1855,grocery,0.064
1856,grocery,0.333
1857,furniture,0.495
1858,appliances,0.202
1859,furniture,0.161
1860,grocery,0.193
1861,furniture,0.284
1862,electronics,0.31
1863,appliances,0.244
1864,electronics,0.133
1865,fashion,0.366
1866,fashion,0.026
1867,appliances,0.133
1868,electronics,0.406
1869,appliances,0.266
1870,fashion,0.073
1871,appliances,0.258
1872,fashion,0.317
1873,fashion,0.098
1874,furniture,0.167
1875,grocery,0.367
1876,furniture,0.133
1877,fashion,0.069
1878,grocery,0.179
1879,furniture,0.473
1880,electronics,0.21
1881,appliances,0.095
1882,fashion,0.464
1883,electronics,0.388
1884,fashion,0.388
1885,electronics,0.638
1886,grocery,0.426
1887,electronics,0.112
1888,furniture,0.204
1889,appliances,0.174
1890,grocery,0.115
1891,fashion,0.53
1892,appliances,0.206
1893,appliances,0.028
1894,grocery,0.276
1895,appliances,0.073
1896,furniture,0.353
1897,fashion,0.285
1898,appliances,0.078
1899,grocery,0.557
1900,fashion,0.339
1901,furniture,0.151
1902,appliances,0.523
1903,fashion,0.098
1904,electronics,0.207
1905,electronics,0.233
1906,grocery,0.209
1907,grocery,0.136
1908,appliances,0.417
1909,electronics,0.257
1910,fashion,0.251
1911,furniture,0.331
1912,appliances,0.423
1913,fashion,0.339
1914,appliances,0.139
1915,appliances,0.062
1916,appliances,0.198
1917,grocery,0.34
1918,grocery,0.118
1919,appliances,0.405
1920,electronics,0.085
1921,appliances,0.249
1922,grocery,0.201
1923,electronics,0.215
1924,grocery,0.345
1925,electronics,0.342
1926,grocery,0.314
1927,electronics,0.221
1928,fashion,0.161
1929,electronics,0.181
1930,fashion,0.429
1931,fashion,0.327
1932,furniture,0.046
1933,furniture,0.365
1934,electronics,0.242
1935,electronics,0.296
1936,fashion,0.018
1937,furniture,0.258
1938,electronics,0.285
1939,furniture,0.52
1940,fashion,0.232
1941,grocery,0.321
1942,fashion,0.179
1943,appliances,0.217
1944,fashion,0.238
1945,furniture,0.268
1946,fashion,0.36
1947,grocery,0.128
1948,fashion,0.383
1949,fashion,0.361
1950,grocery,0.207
1951,furniture,0.126
1952,grocery,0.072
1953,fashion,0.123
1954,grocery,0.447
1955,fashion,0.613
1956,appliances,0.412
1957,furniture,0.175
1958,furniture,0.158
1959,furniture,0.151
1960,fashion,0.384
1961,appliances,0.195
1962,fashion,0.394
1963,appliances,0.268
1964,furniture,0.443
1965,grocery,0.402
1966,electronics,0.677
1967,furniture,0.202
1968,grocery,0.257
1969,grocery,0.243
1970,fashion,0.107
1971,furniture,0.184
1972,fashion,0.55
1973,grocery,0.108
1974,grocery,0.54
1975,electronics,0.46
1976,appliances,0.041
1977,fashion,0.314
1978,fashion,0.046
1979,fashion,0.358
1980,grocery,0.579
1981,electronics,0.313
1982,electronics,0.37
1983,appliances,0.158
1984,appliances,0.063
1985,appliances,0.399
1986,fashion,0.348
1987,grocery,0.206
1988,grocery,0.394
1989,furniture,0.357
1990,appliances,0.189
1991,grocery,0.352
1992,appliances,0.176
1993,furniture,0.124
1994,appliances,0.338
1995,furniture,0.273
1996,grocery,0.565
1997,electronics,0.562
1998,furniture,0.53
1999,grocery,0.395
2000,furniture,0.182
2001,fashion,0.263
2002,grocery,0.098
2003,furniture,0.123
2004,appliances,0.179
2005,furniture,0.276
2006,grocery,0.313
2007,furniture,0.412
2008,electronics,0.193
2009,furniture,0.361
2010,furniture,0.329
2011,electronics,0.07
2012,appliances,0.254
2013,fashion,0.277
2014,appliances,0.643
2015,furniture,0.22
2016,electronics,0.078
2017,appliances,0.295
2018,fashion,0.43
2019,fashion,0.267
2020,grocery,0.539
2021,grocery,0.607
2022,electronics,0.582
2023,furniture,0.515
2024,electronics,0.121
2025,electronics,0.047
2026,furniture,0.174
2027,appliances,0.324
2028,appliances,0.374
2029,furniture,0.441
2030,electronics,0.276
2031,furniture,0.359
2032,electronics,0.425
2033,fashion,0.201
2034,grocery,0.333
2035,furniture,0.163
2036,fashion,0.166
2037,appliances,0.134
2038,electronics,0.073
2039,appliances,0.709
2040,furniture,0.444
2041,fashion,0.257
2042,furniture,0.631
2043,furniture,0.256
2044,appliances,0.384
2045,appliances,0.327
2046,grocery,0.232
2047,grocery,0.523
2048,furniture,0.053
2049,electronics,0.152
2050,appliances,0.201
2051,electronics,0.385
2052,fashion,0.282
2053,fashion,0.263
2054,electronics,0.342
2055,appliances,0.392
2056,grocery,0.198
2057,fashion,0.339
2058,furniture,0.146
2059,appliances,0.278
2060,electronics,0.277
2061,grocery,0.053
2062,grocery,0.332
2063,furniture,0.32
2064,appliances,0.433
2065,electronics,0.31
2066,grocery,0.271
2067,appliances,0.126
2068,electronics,0.338
2069,electronics,0.427
2070,furniture,0.119
2071,grocery,0.163
2072,electronics,0.553
2073,electronics,0.063
2074,fashion,0.36
2075,grocery,0.445
2076,fashion,0.308
2077,fashion,0.069
2078,grocery,0.303
2079,grocery,0.239
2080,furniture,0.377
2081,appliances,0.453
2082,furniture,0.424
2083,furniture,0.544
2084,appliances,0.119
2085,electronics,0.491
2086,electronics,0.259
2087,grocery,0.241
2088,electronics,0.196
2089,grocery,0.133
2090,fashion,0.167
2091,electronics,0.304
2092,fashion,0.182
2093,grocery,0.355
2094,grocery,0.153
2095,appliances,0.103
2096,furniture,0.268
2097,fashion,0.223
2098,furniture,0.271
2099,appliances,0.198
2100,electronics,0.128
2101,appliances,0.325
2102,grocery,0.321
2103,electronics,0.19
2104,appliances,0.431
2105,appliances,0.238
2106,appliances,0.371
2107,appliances,0.29
2108,electronics,0.539
2109,grocery,0.368
2110,appliances,0.31
2111,fashion,0.533
2112,furniture,0.475
2113,electronics,0.337
2114,electronics,0.297
2115,grocery,0.035
2116,grocery,0.404
2117,furniture,0.13
2118,furniture,0.359
2119,fashion,0.354
2120,grocery,0.147
2121,grocery,0.611
2122,fashion,0.053
2123,fashion,0.234
2124,grocery,0.508
2125,furniture,0.261
2126,furniture,0.071
2127,furniture,0.23
2128,grocery,0.104
2129,grocery,0.114
